pair_ID	relatedness_score	entailment_judgment
5120	NEUTRAL	4.367964
5122	NEUTRAL	4.1679277
5126	ENTAILMENT	0.4610027
5128	ENTAILMENT	1.0394135
5129	ENTAILMENT	3.8107567
5130	NEUTRAL	3.8516507
5131	NEUTRAL	4.035787
5138	NEUTRAL	4.2019863
5140	NEUTRAL	4.16353
5143	NEUTRAL	3.492322
5144	NEUTRAL	2.7510276
5146	NEUTRAL	2.6287904
5150	NEUTRAL	4.0907526
5151	NEUTRAL	3.4244776
5152	NEUTRAL	3.0028124
5156	NEUTRAL	4.008728
5157	NEUTRAL	3.9625893
5158	ENTAILMENT	4.093531
5159	NEUTRAL	3.9944506
5162	NEUTRAL	3.183339
5164	NEUTRAL	3.751503
5165	NEUTRAL	4.200019
5168	NEUTRAL	4.1873417
5170	NEUTRAL	1.3451502
5172	NEUTRAL	1.3919028
5173	NEUTRAL	1.2678056
5174	NEUTRAL	3.9424405
5179	NEUTRAL	4.048758
5180	NEUTRAL	3.9849386
5181	NEUTRAL	3.9839272
5182	NEUTRAL	3.9388123
5183	CONTRADICTION	4.1253195
5184	NEUTRAL	4.1590514
5185	NEUTRAL	3.8792725
5188	NEUTRAL	1.4777349
5190	NEUTRAL	1.8253632
5192	NEUTRAL	3.564622
5193	CONTRADICTION	4.185352
5194	ENTAILMENT	4.0373363
5196	ENTAILMENT	3.4721556
5200	NEUTRAL	2.4415984
5202	NEUTRAL	3.918944
5205	NEUTRAL	2.716011
5207	NEUTRAL	3.6676488
5209	NEUTRAL	3.47194
5210	NEUTRAL	4.160927
5211	CONTRADICTION	3.927987
5213	NEUTRAL	4.0353146
5214	NEUTRAL	1.4976642
5217	NEUTRAL	3.0066888
5218	NEUTRAL	2.506847
5221	NEUTRAL	3.8908324
5222	NEUTRAL	3.9788785
5224	NEUTRAL	3.74957
5228	NEUTRAL	4.194626
5229	NEUTRAL	4.1106877
5230	NEUTRAL	4.065585
5233	NEUTRAL	4.0891237
5235	NEUTRAL	4.0507116
5237	NEUTRAL	3.9684339
5240	NEUTRAL	3.9528532
5241	NEUTRAL	3.8624249
5243	NEUTRAL	3.9614553
5245	NEUTRAL	3.9041882
5250	NEUTRAL	2.3281431
5252	ENTAILMENT	2.842548
5255	NEUTRAL	4.1528454
5257	NEUTRAL	3.6537971
5259	ENTAILMENT	2.7681093
5265	ENTAILMENT	4.227261
5266	NEUTRAL	4.2358055
5268	ENTAILMENT	4.138263
5270	CONTRADICTION	3.9075465
5271	ENTAILMENT	4.0933895
5272	NEUTRAL	3.9030485
5273	NEUTRAL	3.9295764
5274	NEUTRAL	4.1107917
5275	NEUTRAL	4.0052495
5279	ENTAILMENT	3.5311165
5280	NEUTRAL	4.09956
5281	NEUTRAL	4.140264
5283	NEUTRAL	3.9656363
5284	NEUTRAL	4.058279
5285	ENTAILMENT	4.1306376
5286	NEUTRAL	4.1479135
5287	NEUTRAL	3.9232097
5289	NEUTRAL	3.9784226
5290	NEUTRAL	4.1052012
5292	NEUTRAL	4.095401
5293	ENTAILMENT	4.0016646
5295	CONTRADICTION	0.6878407
5297	NEUTRAL	0.7915664
5299	NEUTRAL	0.8624778
5300	ENTAILMENT	3.9060302
5301	NEUTRAL	3.9579835
5302	ENTAILMENT	3.9974065
5305	ENTAILMENT	3.751655
5307	NEUTRAL	3.4080567
5308	NEUTRAL	3.719367
5309	NEUTRAL	4.2612166
5312	NEUTRAL	4.2979264
5315	NEUTRAL	4.296549
5316	NEUTRAL	4.2031617
5320	ENTAILMENT	4.2692122
5322	ENTAILMENT	4.265742
5323	ENTAILMENT	4.208107
5326	ENTAILMENT	4.2810097
5328	NEUTRAL	4.1312957
5330	NEUTRAL	4.088256
5331	NEUTRAL	3.1748233
5332	NEUTRAL	4.1189632
5336	NEUTRAL	4.016034
5337	NEUTRAL	3.8523173
5339	NEUTRAL	4.068702
5343	NEUTRAL	3.8715034
5344	ENTAILMENT	4.1146226
5353	NEUTRAL	4.0673394
5354	ENTAILMENT	4.0511765
5355	ENTAILMENT	4.042975
5360	ENTAILMENT	4.141336
5364	NEUTRAL	4.2301536
5365	NEUTRAL	4.2286873
5366	NEUTRAL	4.1168423
5367	ENTAILMENT	2.9104652
5368	ENTAILMENT	3.7527614
5371	ENTAILMENT	2.566091
5375	NEUTRAL	4.1477885
5381	NEUTRAL	3.6388764
5382	NEUTRAL	4.2443194
5386	NEUTRAL	4.252663
5388	NEUTRAL	3.4937134
5390	NEUTRAL	3.8732185
5392	NEUTRAL	4.0020866
5394	NEUTRAL	3.9422727
5396	NEUTRAL	3.9679852
5400	NEUTRAL	3.8138084
5402	NEUTRAL	4.0410786
5403	NEUTRAL	4.026966
5408	ENTAILMENT	4.3038344
5410	NEUTRAL	4.0089183
5412	NEUTRAL	4.2482977
5413	ENTAILMENT	4.191508
5416	NEUTRAL	3.366267
5417	NEUTRAL	3.7728586
5418	NEUTRAL	3.732482
5421	NEUTRAL	0.8568388
5422	NEUTRAL	0.7643355
5424	NEUTRAL	0.90976137
5425	NEUTRAL	0.6840601
5428	NEUTRAL	3.9904547
5430	ENTAILMENT	3.0390916
5431	NEUTRAL	3.1982546
5433	NEUTRAL	3.8531651
5438	NEUTRAL	4.0111003
5441	CONTRADICTION	3.152402
5442	CONTRADICTION	4.0135403
5444	ENTAILMENT	3.965506
5445	NEUTRAL	3.9667482
5448	ENTAILMENT	3.9770603
5450	ENTAILMENT	3.8492675
5451	NEUTRAL	4.0046444
5452	NEUTRAL	4.0524626
5453	NEUTRAL	4.1832986
5465	NEUTRAL	4.0353
5469	NEUTRAL	3.9515495
5470	NEUTRAL	4.000203
5472	NEUTRAL	3.948698
5473	ENTAILMENT	4.1185145
5475	NEUTRAL	1.5742899
5479	NEUTRAL	0.5752343
5481	ENTAILMENT	3.8685813
5482	ENTAILMENT	3.9833865
5484	ENTAILMENT	3.913207
5485	NEUTRAL	3.9644074
5486	NEUTRAL	3.803711
5488	NEUTRAL	3.9585123
5490	NEUTRAL	4.056073
5493	NEUTRAL	3.9978876
5494	NEUTRAL	4.0245056
5499	NEUTRAL	4.173243
5506	NEUTRAL	0.8542928
5508	NEUTRAL	4.162636
5509	NEUTRAL	4.31314
5511	NEUTRAL	3.9327497
5515	ENTAILMENT	3.6785684
5516	NEUTRAL	4.007011
5517	NEUTRAL	4.06792
5519	NEUTRAL	3.9689407
5524	NEUTRAL	3.5345528
5527	NEUTRAL	4.075695
5528	NEUTRAL	4.1006813
5529	NEUTRAL	4.045522
5536	ENTAILMENT	4.0883346
5539	ENTAILMENT	4.125588
5541	ENTAILMENT	4.1068497
5542	ENTAILMENT	4.101698
5543	NEUTRAL	4.2364335
5544	NEUTRAL	3.9231486
5547	NEUTRAL	2.250152
5550	NEUTRAL	2.7441583
5551	ENTAILMENT	2.306898
5557	NEUTRAL	4.247467
5559	ENTAILMENT	3.5312276
5562	NEUTRAL	3.9288087
5564	NEUTRAL	4.0632677
5566	NEUTRAL	3.9759269
5567	ENTAILMENT	3.6501122
5570	NEUTRAL	4.2607574
5571	NEUTRAL	4.1289515
5572	NEUTRAL	3.9716606
5573	NEUTRAL	3.9060907
5574	NEUTRAL	4.1340513
5576	NEUTRAL	4.2805643
5577	NEUTRAL	3.809009
5578	NEUTRAL	4.0671587
5579	NEUTRAL	4.0303173
5581	NEUTRAL	4.07356
5583	NEUTRAL	3.455618
5585	NEUTRAL	2.4577994
5589	NEUTRAL	4.0955205
5590	NEUTRAL	2.6338978
5592	NEUTRAL	2.2624722
5594	NEUTRAL	3.9956937
5596	NEUTRAL	3.8622246
5597	NEUTRAL	3.9536543
5598	NEUTRAL	3.8704271
5599	NEUTRAL	3.8465314
5600	NEUTRAL	3.532104
5601	NEUTRAL	2.2861042
5605	NEUTRAL	3.0345328
5606	NEUTRAL	4.326759
5611	NEUTRAL	3.3489673
5616	NEUTRAL	3.9709725
5622	NEUTRAL	3.6613321
5625	NEUTRAL	3.924653
5626	ENTAILMENT	3.8040414
5628	NEUTRAL	2.6270485
5629	NEUTRAL	0.93739116
5630	ENTAILMENT	2.2528386
5631	NEUTRAL	2.1290042
5635	NEUTRAL	4.187931
5636	NEUTRAL	3.667696
5638	NEUTRAL	2.9441714
5639	ENTAILMENT	4.1343775
5644	NEUTRAL	3.944285
5648	NEUTRAL	4.0459175
5649	NEUTRAL	3.9487128
5650	NEUTRAL	3.8488574
5652	NEUTRAL	4.0497937
5654	ENTAILMENT	4.0301437
5655	ENTAILMENT	0.96028006
5658	NEUTRAL	2.5151367
5660	NEUTRAL	4.1007686
5661	NEUTRAL	4.085471
5662	NEUTRAL	3.6909728
5665	NEUTRAL	3.4063158
5666	NEUTRAL	3.885188
5667	ENTAILMENT	3.6365414
5669	NEUTRAL	4.023472
5670	ENTAILMENT	4.0216985
5672	NEUTRAL	3.9850082
5673	NEUTRAL	3.8817725
5674	NEUTRAL	3.9999676
5681	CONTRADICTION	4.0666156
5682	ENTAILMENT	3.4942434
5684	ENTAILMENT	3.947307
5685	NEUTRAL	4.025988
5686	ENTAILMENT	4.0425253
5688	NEUTRAL	4.156063
5689	ENTAILMENT	4.2430186
5690	NEUTRAL	4.1189246
5692	NEUTRAL	4.047891
5699	NEUTRAL	3.9736137
5700	NEUTRAL	3.6126652
5702	NEUTRAL	3.959587
5703	NEUTRAL	4.0398917
5704	NEUTRAL	3.8173685
5705	NEUTRAL	4.0667944
5707	NEUTRAL	4.14224
5708	NEUTRAL	4.059526
5709	ENTAILMENT	4.219616
5711	NEUTRAL	3.9583879
5713	NEUTRAL	4.020653
5714	NEUTRAL	4.054381
5715	NEUTRAL	4.062578
5716	NEUTRAL	3.9675107
5719	NEUTRAL	4.096609
5720	NEUTRAL	3.7774143
5721	NEUTRAL	4.0517592
5723	NEUTRAL	3.9643931
5724	NEUTRAL	3.8667135
5726	NEUTRAL	3.8463225
5727	NEUTRAL	3.8992734
5729	NEUTRAL	3.964703
5730	ENTAILMENT	3.8612475
5731	NEUTRAL	3.796339
5734	NEUTRAL	4.147038
5735	NEUTRAL	3.8583226
5738	NEUTRAL	3.6749892
5743	NEUTRAL	4.0633388
5746	NEUTRAL	4.02413
5748	NEUTRAL	4.0133314
5754	NEUTRAL	0.81933844
5757	CONTRADICTION	3.0310082
5759	NEUTRAL	3.7739606
5760	NEUTRAL	4.0693645
5763	NEUTRAL	4.1492567
5766	NEUTRAL	1.1081452
5767	NEUTRAL	0.91049427
5769	NEUTRAL	0.75671947
5771	ENTAILMENT	4.2145376
5774	NEUTRAL	4.1476207
5775	NEUTRAL	4.2777724
5778	NEUTRAL	4.2339544
5780	NEUTRAL	4.0480204
5782	NEUTRAL	4.0011697
5783	NEUTRAL	1.7980417
5784	NEUTRAL	1.0062523
5785	NEUTRAL	1.9343352
5786	NEUTRAL	1.6515306
5789	CONTRADICTION	4.1219935
5790	ENTAILMENT	3.836038
5793	NEUTRAL	3.888084
5795	NEUTRAL	4.1407747
5796	NEUTRAL	4.1177545
5798	ENTAILMENT	3.2381415
5800	CONTRADICTION	4.0296464
5802	CONTRADICTION	4.029151
5803	ENTAILMENT	4.073508
5804	ENTAILMENT	3.7760596
5805	ENTAILMENT	3.9793062
5807	NEUTRAL	4.2042193
5808	NEUTRAL	4.2659163
5809	NEUTRAL	3.967338
5814	NEUTRAL	3.3899794
5817	NEUTRAL	3.9969707
5818	NEUTRAL	3.8907342
5827	NEUTRAL	4.265991
5830	NEUTRAL	4.1188188
5831	NEUTRAL	4.246342
5832	NEUTRAL	4.238628
5833	NEUTRAL	4.145973
5837	NEUTRAL	2.9957414
5838	NEUTRAL	2.1064005
5840	NEUTRAL	2.5402832
5843	NEUTRAL	4.1739793
5844	ENTAILMENT	4.2884326
5849	NEUTRAL	4.209096
5854	NEUTRAL	3.6484103
5856	NEUTRAL	3.5639625
5858	NEUTRAL	3.888143
5862	NEUTRAL	3.989914
5863	NEUTRAL	3.9113817
5866	ENTAILMENT	4.114133
5868	NEUTRAL	3.9586782
5869	NEUTRAL	4.168522
5870	NEUTRAL	3.9993238
5871	NEUTRAL	3.965107
5873	NEUTRAL	4.116275
5877	NEUTRAL	4.06595
5878	NEUTRAL	4.2098565
5880	NEUTRAL	4.2448263
5881	NEUTRAL	4.254365
5884	ENTAILMENT	4.059577
5888	NEUTRAL	4.119918
5889	NEUTRAL	4.0573792
5891	NEUTRAL	2.4799702
5892	NEUTRAL	1.7903302
5893	NEUTRAL	2.061674
5896	NEUTRAL	4.066112
5897	NEUTRAL	4.1229696
5903	NEUTRAL	3.4623342
5908	NEUTRAL	4.103552
5910	NEUTRAL	3.9115162
5912	NEUTRAL	3.8590913
5913	NEUTRAL	4.085659
5915	ENTAILMENT	3.8786054
5916	NEUTRAL	3.9073968
5917	CONTRADICTION	3.9871464
5921	NEUTRAL	0.43123055
5925	ENTAILMENT	3.1416311
5926	CONTRADICTION	3.5409405
5927	CONTRADICTION	3.937532
5929	NEUTRAL	3.7530727
5932	NEUTRAL	3.9444065
5933	NEUTRAL	3.8009157
5934	NEUTRAL	3.979382
5935	CONTRADICTION	3.918655
5939	NEUTRAL	3.8524623
5940	NEUTRAL	3.3893142
5942	NEUTRAL	3.6654034
5945	NEUTRAL	3.3956962
5946	NEUTRAL	3.7977924
5949	NEUTRAL	4.039136
5950	NEUTRAL	4.1163898
5951	NEUTRAL	3.9176178
5953	NEUTRAL	4.074849
5954	NEUTRAL	4.088977
5957	NEUTRAL	3.8225021
5958	NEUTRAL	3.3191586
5959	NEUTRAL	2.9755013
5961	NEUTRAL	3.6240878
5962	NEUTRAL	3.833065
5963	NEUTRAL	3.8361864
5967	NEUTRAL	2.0077643
5969	NEUTRAL	2.1896348
5971	ENTAILMENT	2.3816903
5972	ENTAILMENT	4.0582685
5973	ENTAILMENT	4.082659
5974	NEUTRAL	4.0151954
5980	ENTAILMENT	3.7082148
5981	ENTAILMENT	3.3313937
5984	NEUTRAL	3.94517
5985	NEUTRAL	4.031345
5993	ENTAILMENT	3.8750443
5994	NEUTRAL	4.0328608
5995	NEUTRAL	4.0174
5997	NEUTRAL	3.9205732
5998	NEUTRAL	3.8073401
5999	NEUTRAL	3.8059173
6002	NEUTRAL	3.7357707
6003	NEUTRAL	3.985499
6004	NEUTRAL	3.8119903
6008	NEUTRAL	3.9746761
6009	NEUTRAL	3.9728756
6010	NEUTRAL	3.7447724
6011	NEUTRAL	3.8831553
6012	NEUTRAL	3.8158693
6013	NEUTRAL	3.9620037
6016	NEUTRAL	3.3271666
6018	NEUTRAL	3.852633
6019	NEUTRAL	3.9451299
6021	NEUTRAL	3.7794385
6023	NEUTRAL	3.0334501
6024	NEUTRAL	3.982203
6025	NEUTRAL	4.052861
6026	NEUTRAL	3.9576097
6031	NEUTRAL	3.88334
6033	NEUTRAL	3.516093
6034	CONTRADICTION	3.6387353
6036	NEUTRAL	4.0686336
6039	NEUTRAL	3.8403916
6040	NEUTRAL	3.5416102
6043	NEUTRAL	3.643005
6046	NEUTRAL	3.9141397
6048	NEUTRAL	3.490426
6049	NEUTRAL	3.8168197
6055	NEUTRAL	3.837634
6057	CONTRADICTION	3.6581612
6058	NEUTRAL	3.9652438
6059	CONTRADICTION	3.9455056
6062	NEUTRAL	3.4879694
6063	NEUTRAL	4.164894
6064	ENTAILMENT	4.1756415
6066	NEUTRAL	3.9084325
6067	NEUTRAL	3.4358814
6069	NEUTRAL	3.440876
6070	NEUTRAL	4.2115355
6071	NEUTRAL	3.8199792
6073	ENTAILMENT	3.8707623
6074	NEUTRAL	3.9425359
6076	CONTRADICTION	3.7559195
6079	CONTRADICTION	3.5857208
6081	NEUTRAL	3.7338014
6087	NEUTRAL	3.7316685
6089	NEUTRAL	3.8316402
6090	NEUTRAL	3.7973595
6091	NEUTRAL	3.8059096
6094	NEUTRAL	4.081323
6097	CONTRADICTION	4.1527586
6100	NEUTRAL	4.060609
6102	NEUTRAL	3.8835092
6107	NEUTRAL	3.6976705
6110	NEUTRAL	3.7440548
6111	NEUTRAL	3.8250299
6113	NEUTRAL	3.8329368
6114	NEUTRAL	4.0526657
6115	NEUTRAL	4.0056233
6116	NEUTRAL	3.6627607
6118	NEUTRAL	3.585933
6121	NEUTRAL	3.9452481
6124	CONTRADICTION	3.8472085
6125	NEUTRAL	3.832809
6126	NEUTRAL	3.8083177
6129	NEUTRAL	3.634809
6130	CONTRADICTION	3.4594312
6132	NEUTRAL	3.8614364
6134	NEUTRAL	3.8789196
6138	NEUTRAL	3.7350264
6139	NEUTRAL	3.5795045
6140	NEUTRAL	3.413865
6141	NEUTRAL	3.4891524
6142	NEUTRAL	3.6086264
6143	NEUTRAL	3.9191937
6148	NEUTRAL	1.925674
6149	NEUTRAL	3.0832458
6151	NEUTRAL	2.5816872
6156	NEUTRAL	2.3211417
6162	NEUTRAL	3.899559
6163	NEUTRAL	3.9236836
6165	NEUTRAL	3.9203072
6166	NEUTRAL	3.9232922
6167	NEUTRAL	3.8496323
6168	NEUTRAL	3.9148278
6172	NEUTRAL	3.904014
6173	NEUTRAL	4.236643
6177	NEUTRAL	3.527199
6181	NEUTRAL	2.7278109
6182	NEUTRAL	2.3954148
6184	NEUTRAL	3.9149594
6189	NEUTRAL	2.4174662
6190	NEUTRAL	2.5298767
6192	NEUTRAL	3.7935505
6196	ENTAILMENT	3.921732
6201	NEUTRAL	4.023397
6204	NEUTRAL	4.226839
6207	NEUTRAL	2.6748269
6210	NEUTRAL	3.4099383
6216	NEUTRAL	4.0924635
6217	CONTRADICTION	3.958486
6220	NEUTRAL	4.100068
6221	NEUTRAL	3.8169308
6222	NEUTRAL	3.8955936
6223	NEUTRAL	4.100262
6226	NEUTRAL	3.910653
6227	NEUTRAL	3.8371716
6229	NEUTRAL	3.8795552
6230	CONTRADICTION	3.9392319
6235	NEUTRAL	3.800167
6237	NEUTRAL	3.510655
6238	NEUTRAL	3.566771
6240	CONTRADICTION	4.0137515
6244	NEUTRAL	3.8878365
6245	NEUTRAL	3.1193411
6247	NEUTRAL	3.1809454
6251	NEUTRAL	3.7806287
6252	NEUTRAL	4.0566864
6254	NEUTRAL	3.741302
6255	NEUTRAL	3.7128792
6256	NEUTRAL	3.3546953
6257	NEUTRAL	3.7158117
6260	NEUTRAL	3.7111645
6261	CONTRADICTION	3.8433318
6262	CONTRADICTION	3.8169165
6264	CONTRADICTION	3.815971
6265	CONTRADICTION	3.8918858
6268	ENTAILMENT	3.9212089
6269	NEUTRAL	3.7363896
6270	NEUTRAL	3.9713926
6271	NEUTRAL	4.014459
6273	NEUTRAL	2.8796833
6274	NEUTRAL	2.6368415
6275	NEUTRAL	3.0534134
6276	NEUTRAL	3.0968122
6277	NEUTRAL	3.9915233
6279	NEUTRAL	3.913931
6281	NEUTRAL	3.8354845
6282	NEUTRAL	4.0935025
6283	NEUTRAL	3.9736695
6284	NEUTRAL	4.0372643
6285	NEUTRAL	4.039067
6289	NEUTRAL	3.682826
6294	NEUTRAL	3.8333387
6296	NEUTRAL	3.6206665
6298	NEUTRAL	3.7214794
6303	CONTRADICTION	3.8032808
6304	NEUTRAL	3.5691118
6312	CONTRADICTION	3.99784
6314	NEUTRAL	3.677454
6320	NEUTRAL	3.6794853
6322	NEUTRAL	3.4300933
6323	NEUTRAL	3.60991
6324	NEUTRAL	3.859273
6325	NEUTRAL	3.7037797
6328	NEUTRAL	3.882926
6329	NEUTRAL	3.8338614
6331	NEUTRAL	3.7873707
6332	NEUTRAL	3.7216659
6339	NEUTRAL	3.831418
6340	NEUTRAL	1.6690795
6341	NEUTRAL	2.9335446
6343	NEUTRAL	3.185771
6351	NEUTRAL	3.5580297
6352	NEUTRAL	4.0636067
6354	NEUTRAL	3.6419067
6355	NEUTRAL	4.1659455
6356	NEUTRAL	4.1707296
6361	ENTAILMENT	4.0842366
6364	ENTAILMENT	4.076071
6365	NEUTRAL	3.9940295
6367	NEUTRAL	3.9368625
6369	ENTAILMENT	3.0924149
6371	NEUTRAL	3.3927093
6374	NEUTRAL	3.5222058
6376	NEUTRAL	4.0751276
6378	NEUTRAL	4.0280056
6379	NEUTRAL	3.9196882
6380	NEUTRAL	3.267428
6383	ENTAILMENT	3.5770767
6384	NEUTRAL	2.7354054
6388	NEUTRAL	3.9916897
6389	NEUTRAL	3.8589559
6391	NEUTRAL	2.7797027
6393	NEUTRAL	2.6471713
6398	NEUTRAL	4.0634465
6399	NEUTRAL	3.7648754
6400	NEUTRAL	3.9979415
6401	NEUTRAL	3.8445687
6403	NEUTRAL	3.7396755
6406	NEUTRAL	3.921629
6408	NEUTRAL	4.0453286
6409	NEUTRAL	4.1060834
6410	NEUTRAL	3.8552504
6413	NEUTRAL	3.3750577
6414	NEUTRAL	3.8522496
6415	NEUTRAL	4.1612926
6416	CONTRADICTION	3.9132142
6418	NEUTRAL	3.9928908
6422	NEUTRAL	3.9571242
6425	NEUTRAL	3.877596
6427	ENTAILMENT	3.9164004
6428	NEUTRAL	4.364775
6430	NEUTRAL	4.295798
6431	NEUTRAL	3.9505248
6433	NEUTRAL	4.2046385
6435	NEUTRAL	3.856844
6436	NEUTRAL	4.3585176
6437	NEUTRAL	3.8346243
6438	CONTRADICTION	3.814528
6439	NEUTRAL	3.9222908
6440	NEUTRAL	3.8758187
6441	CONTRADICTION	3.6315436
6442	NEUTRAL	3.4227457
6445	NEUTRAL	3.673953
6446	NEUTRAL	3.9096966
6449	NEUTRAL	4.115983
6451	NEUTRAL	3.519661
6453	NEUTRAL	3.4073672
6455	NEUTRAL	2.9932122
6456	NEUTRAL	3.1023567
6457	NEUTRAL	4.049395
6459	CONTRADICTION	3.9823241
6461	CONTRADICTION	3.999051
6462	NEUTRAL	3.837749
6464	CONTRADICTION	3.647592
6465	NEUTRAL	3.974329
6466	CONTRADICTION	3.8729382
6472	NEUTRAL	3.8888783
6473	CONTRADICTION	3.9922252
6474	NEUTRAL	4.0728936
6475	NEUTRAL	3.8714843
6476	NEUTRAL	4.034866
6479	NEUTRAL	3.9993114
6481	ENTAILMENT	3.734919
6483	NEUTRAL	3.015092
6484	ENTAILMENT	3.7419825
6485	CONTRADICTION	3.0148025
6486	NEUTRAL	4.017055
6487	NEUTRAL	3.8627634
6490	NEUTRAL	2.244743
6492	NEUTRAL	2.24506
6493	NEUTRAL	3.8967876
6494	NEUTRAL	3.4154797
6498	ENTAILMENT	4.207593
6501	NEUTRAL	2.525729
6502	ENTAILMENT	3.8816624
6503	ENTAILMENT	3.2227378
6504	NEUTRAL	2.8310618
6505	NEUTRAL	3.4367824
6507	NEUTRAL	3.6663904
6509	NEUTRAL	3.8838587
6512	NEUTRAL	3.7605524
6515	NEUTRAL	3.663859
6516	ENTAILMENT	3.6920123
6518	NEUTRAL	3.6505103
6519	CONTRADICTION	3.768701
6520	NEUTRAL	4.0049844
6522	NEUTRAL	3.2205539
6523	NEUTRAL	2.9753304
6524	NEUTRAL	3.489572
6525	NEUTRAL	3.11766
6526	NEUTRAL	3.870102
6528	NEUTRAL	3.615633
6530	NEUTRAL	3.5203812
6533	NEUTRAL	3.7481298
6534	NEUTRAL	3.41278
6537	NEUTRAL	4.125012
6538	NEUTRAL	4.0749025
6541	NEUTRAL	3.8240652
6542	NEUTRAL	3.9074202
6547	CONTRADICTION	3.8102326
6551	NEUTRAL	3.8262854
6553	NEUTRAL	3.493855
6556	CONTRADICTION	4.0337996
6560	CONTRADICTION	3.2635257
6561	CONTRADICTION	3.422275
6562	CONTRADICTION	3.3642426
6564	NEUTRAL	4.0116725
6570	NEUTRAL	3.6933212
6571	NEUTRAL	3.6472464
6573	NEUTRAL	3.583168
6574	NEUTRAL	3.5696473
6581	NEUTRAL	3.7555566
6583	NEUTRAL	3.9559488
6585	NEUTRAL	3.4433646
6586	ENTAILMENT	4.0817695
6587	NEUTRAL	3.9800272
6594	NEUTRAL	3.8516526
6596	NEUTRAL	3.9836535
6601	NEUTRAL	3.9909663
6602	NEUTRAL	3.779942
6608	NEUTRAL	3.911161
6609	CONTRADICTION	3.837923
6611	NEUTRAL	3.9625826
6612	NEUTRAL	3.9927258
6613	NEUTRAL	4.003664
6616	NEUTRAL	3.9001117
6621	NEUTRAL	4.0168815
6622	NEUTRAL	3.8964424
6623	NEUTRAL	3.9198523
6624	NEUTRAL	3.8973937
6627	NEUTRAL	3.9058275
6628	NEUTRAL	3.8430877
6629	NEUTRAL	4.1123185
6630	NEUTRAL	4.092408
6633	NEUTRAL	3.786604
6636	NEUTRAL	3.6231804
6637	NEUTRAL	3.4503536
6639	NEUTRAL	3.5049706
6641	NEUTRAL	3.9369988
6642	NEUTRAL	3.9042697
6643	NEUTRAL	4.016076
6645	NEUTRAL	3.1779623
6650	CONTRADICTION	3.7100105
6651	NEUTRAL	3.8942494
6652	NEUTRAL	3.9635787
6653	NEUTRAL	3.8168058
6654	NEUTRAL	3.6505218
6655	NEUTRAL	3.0779924
6660	CONTRADICTION	3.874577
6661	CONTRADICTION	3.873353
6662	CONTRADICTION	3.9268322
6663	CONTRADICTION	3.904223
6666	CONTRADICTION	3.8457813
6667	CONTRADICTION	3.8461103
6668	CONTRADICTION	3.799274
6672	NEUTRAL	3.9445062
6676	NEUTRAL	3.716722
6677	ENTAILMENT	4.0439334
6679	CONTRADICTION	4.0144796
6680	NEUTRAL	3.9044642
6681	CONTRADICTION	4.171354
6682	NEUTRAL	2.9441712
6685	NEUTRAL	3.2786255
6686	NEUTRAL	3.1144042
6689	NEUTRAL	3.2235465
6690	NEUTRAL	2.9435792
6691	NEUTRAL	3.5027895
6693	NEUTRAL	4.0813293
6699	NEUTRAL	3.7969046
6702	NEUTRAL	3.9035015
6703	NEUTRAL	3.95463
6704	NEUTRAL	4.007329
6706	NEUTRAL	3.7889085
6707	NEUTRAL	3.852521
6708	NEUTRAL	3.8113651
6710	NEUTRAL	3.8403163
6712	NEUTRAL	3.7658272
6713	NEUTRAL	3.9128675
6716	NEUTRAL	3.844893
6718	NEUTRAL	2.5198321
6719	NEUTRAL	3.890142
6722	NEUTRAL	3.8130035
6724	NEUTRAL	3.804399
6726	ENTAILMENT	3.960475
6727	NEUTRAL	4.1503215
6730	NEUTRAL	3.9275055
6732	NEUTRAL	3.9932647
6734	NEUTRAL	3.8045588
6737	NEUTRAL	3.9952784
6739	NEUTRAL	3.5122795
6741	NEUTRAL	3.9400358
6743	NEUTRAL	3.9844732
6744	NEUTRAL	3.842214
6749	CONTRADICTION	3.9424334
6751	CONTRADICTION	3.837429
6753	CONTRADICTION	4.0414815
6755	NEUTRAL	3.7687497
6759	NEUTRAL	3.8361006
6763	NEUTRAL	3.8876057
6767	NEUTRAL	3.8996153
6774	NEUTRAL	4.0668983
6776	NEUTRAL	3.91324
6779	NEUTRAL	3.9025722
6780	NEUTRAL	3.9762897
6782	NEUTRAL	3.9973197
6783	NEUTRAL	3.8416028
6785	NEUTRAL	3.9004507
6786	NEUTRAL	3.9287705
6787	NEUTRAL	3.4396038
6788	NEUTRAL	3.6084194
6790	NEUTRAL	3.1594968
6792	CONTRADICTION	3.9412336
6793	CONTRADICTION	3.8783126
6794	CONTRADICTION	4.1164856
6795	NEUTRAL	3.7145114
6796	NEUTRAL	3.5590508
6797	NEUTRAL	2.7513094
6798	NEUTRAL	3.6007166
6801	NEUTRAL	4.0414095
6803	NEUTRAL	3.8732114
6806	NEUTRAL	3.1946564
6807	NEUTRAL	3.994431
6808	NEUTRAL	3.7095275
6809	NEUTRAL	3.7084432
6811	NEUTRAL	3.9453683
6815	NEUTRAL	3.922441
6817	NEUTRAL	4.127231
6818	NEUTRAL	4.1137824
6820	NEUTRAL	4.085704
6821	NEUTRAL	4.077372
6823	NEUTRAL	4.081261
6826	NEUTRAL	3.3257828
6827	NEUTRAL	3.9364138
6828	NEUTRAL	3.9375148
6829	NEUTRAL	3.4277697
